"section","courseID","school","session","course_title","instructor","course_description","section_name","department","origin","total_enrolled","N.Sections","semester","course_desc","year","all_semesters","course_level"
52086,"POSC-352","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Politics of Southeast Asia","","Theories of development and nation-building; revolutionary and evolutionary modernization; role of history, culture, socioeconomic conditions in affecting political structures and functions.","","POSC",20251,0,1,"SP25","Politics of Southeast Asia -  - Theories of development and nation-building; revolutionary and evolutionary modernization; role of history, culture, socioeconomic conditions in affecting political structures and functions.","AY25","SP25","undergrad upper division"
52088,"POSC-436","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Environmental Politics","","The political realities of selected environmental issues; resolving and implementing social priorities; interests, attitudes, strategies, and tactics of pressure groups; institutional biases and opportunities.","","POSC",20251,0,2,"SP25","Environmental Politics -  - The political realities of selected environmental issues; resolving and implementing social priorities; interests, attitudes, strategies, and tactics of pressure groups; institutional biases and opportunities.","AY25","SP25","undergrad upper division"
52090,"POSC-432","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Politics of Local Criminal Justice","","Roles and behavior of major legal and political participants in the criminal justice system including the police, the legal profession, judges, and the public.","","POSC",20251,0,1,"SP25","Politics of Local Criminal Justice -  - Roles and behavior of major legal and political participants in the criminal justice system including the police, the legal profession, judges, and the public.","AY25","SP25","undergrad upper division"
52095,"POSC-435","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Politics and the Economy","","Major techniques, politics, and values involved in the allocation of social and economic resources. Includes such topics as determination of priorities in budgetary processes, economic regulation, control of environmental change, and policies for science.","","POSC",20251,0,1,"SP25","Politics and the Economy -  - Major techniques, politics, and values involved in the allocation of social and economic resources. Includes such topics as determination of priorities in budgetary processes, economic regulation, control of environmental change, and policies for science.","AY25","SP25","undergrad upper division"
52100,"POSC-437","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Mass Media and Politics","","Analysis of political content of mass media. Audience response to alternative sources of political information. Consideration of the institutional and economic as well as political aspects of the mass media.","","POSC",20251,0,1,"SP25","Mass Media and Politics -  - Analysis of political content of mass media. Audience response to alternative sources of political information. Consideration of the institutional and economic as well as political aspects of the mass media.","AY25","SP25","undergrad upper division"
52105,"POSC-439","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in American Politics","Castaneda Perez, Estefania","Intensive examination of critical issues of particular interest in the field of American politics.","The Politics of US Immigration and Enforcement","POSC",20251,0,1,"SP25","Critical Issues in American Politics - The Politics of US Immigration and Enforcement - Intensive examination of critical issues of particular interest in the field of American politics.","AY25","SP25","undergrad upper division"
52108,"POSC-442","Dana and David Dornsife College of Letters, Arts and Sciences",1,"The Politics of Human Differences: Diversity and Discriminat","Karekurve-Ramachandra, Varun","A comparative perspective on social and cultural forces that affect American laws and policies concerning discrimination on the basis of race or ethnicity, gender, sexual orientation, age, and disability.","","POSC",20251,0,1,"SP25","The Politics of Human Differences: Diversity and Discriminat -  - A comparative perspective on social and cultural forces that affect American laws and policies concerning discrimination on the basis of race or ethnicity, gender, sexual orientation, age, and disability.","AY25","SP25","undergrad upper division"
52110,"POSC-444","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Civil and Political Rights and Liberties","","An examination of debates and controversies surrounding the nature and scope of civil rights and civil liberties.","","POSC",20251,0,1,"SP25","Civil and Political Rights and Liberties -  - An examination of debates and controversies surrounding the nature and scope of civil rights and civil liberties.","AY25","SP25","undergrad upper division"
52112,"POSC-443","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Law in Film","","Analysis of the depiction of law in film; use of film to explore topics in jurisprudence and the politics of law and courts. Recommended preparation: POSC 130","","POSC",20251,0,1,"SP25","Law in Film -  - Analysis of the depiction of law in film; use of film to explore topics in jurisprudence and the politics of law and courts. Recommended preparation: POSC 130","AY25","SP25","undergrad upper division"
52120,"POSC-449","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Political Psychology","Chong, Dennis","Psychological forces shaping politics and persons, processes and interactions; emphasis on political socialization and cognitive and effective orientations to politics.","","POSC",20251,0,1,"SP25","Political Psychology -  - Psychological forces shaping politics and persons, processes and interactions; emphasis on political socialization and cognitive and effective orientations to politics.","AY25","SP25","undergrad upper division"
52130,"POSC-452","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Law and Public Policy","","Intensive examination of special topics in the field of law and public policy.","Law and Local Political Activism","POSC",20251,0,1,"SP25","Critical Issues in Law and Public Policy - Law and Local Political Activism - Intensive examination of special topics in the field of law and public policy.","AY25","SP25","undergrad upper division"
52131,"POSC-452","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Law and Public Policy","","Intensive examination of special topics in the field of law and public policy.","Police and Prosecutoria Misconduct","POSC",20251,0,1,"SP25","Critical Issues in Law and Public Policy - Police and Prosecutoria Misconduct - Intensive examination of special topics in the field of law and public policy.","AY25","SP25","undergrad upper division"
52132,"POSC-452","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Law and Public Policy","Swerdlow, Steve","Intensive examination of special topics in the field of law and public policy.","Human Rights","POSC",20251,0,1,"SP25","Critical Issues in Law and Public Policy - Human Rights - Intensive examination of special topics in the field of law and public policy.","AY25","SP25","undergrad upper division"
52135,"POSC-453","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Political Change in Asia","Choung, Jinhee, Lee","Modernization and political development in China and Japan; Asia's economic ""miracles"" (Taiwan, Japan, Korea, etc.); nationalism and communist movements in East and Southeast Asia.","","POSC",20251,0,1,"SP25","Political Change in Asia -  - Modernization and political development in China and Japan; Asia's economic ""miracles"" (Taiwan, Japan, Korea, etc.); nationalism and communist movements in East and Southeast Asia.","AY25","SP25","undergrad upper division"
52137,"POSC-456","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Women in International Development","Sanasarian, Eliz","How various developmental theories analyze the role of women as producers and how Third World women are increasing their role in development.","","POSC",20251,0,1,"SP25","Women in International Development -  - How various developmental theories analyze the role of women as producers and how Third World women are increasing their role in development.","AY25","SP25","undergrad upper division"
52140,"POSC-464","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Politics of Russia and Eastern Europe","","Culture, society, and politics in Russia and in Eastern Europe. Contemporary political institutions and processes.","","POSC",20251,0,1,"SP25","Politics of Russia and Eastern Europe -  - Culture, society, and politics in Russia and in Eastern Europe. Contemporary political institutions and processes.","AY25","SP25","undergrad upper division"
52141,"POSC-439","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in American Politics","Zacher, Samuel","Intensive examination of critical issues of particular interest in the field of American politics.","Inequality","POSC",20251,0,1,"SP25","Critical Issues in American Politics - Inequality - Intensive examination of critical issues of particular interest in the field of American politics.","AY25","SP25","undergrad upper division"
52148,"POSC-469","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Comparative Politics","Unda Gutierrez, Monica","Intensive examination of critical issues of particular interest in the field of comparative politics.","Tax and Welfare Systems in the Global South","POSC",20251,0,1,"SP25","Critical Issues in Comparative Politics - Tax and Welfare Systems in the Global South - Intensive examination of critical issues of particular interest in the field of comparative politics.","AY25","SP25","undergrad upper division"
52150,"POSC-469","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Comparative Politics","","Intensive examination of critical issues of particular interest in the field of comparative politics.","Politics of Food","POSC",20251,0,1,"SP25","Critical Issues in Comparative Politics - Politics of Food - Intensive examination of critical issues of particular interest in the field of comparative politics.","AY25","SP25","undergrad upper division"
52152,"POSC-469","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Comparative Politics","","Intensive examination of critical issues of particular interest in the field of comparative politics.","The Concept of Soft Power in Political Science and Internati onal Relations","POSC",20251,0,1,"SP25","Critical Issues in Comparative Politics - The Concept of Soft Power in Political Science and Internati onal Relations - Intensive examination of critical issues of particular interest in the field of comparative politics.","AY25","SP25","undergrad upper division"
52153,"POSC-469","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Comparative Politics","Rosen, Stanley","Intensive examination of critical issues of particular interest in the field of comparative politics.","Politics and Film","POSC",20251,0,1,"SP25","Critical Issues in Comparative Politics - Politics and Film - Intensive examination of critical issues of particular interest in the field of comparative politics.","AY25","SP25","undergrad upper division"
52155,"POSC-439","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in American Politics","Angevine, Sara","Intensive examination of critical issues of particular interest in the field of American politics.","Sexuality and Politics","POSC",20251,0,1,"SP25","Critical Issues in American Politics - Sexuality and Politics - Intensive examination of critical issues of particular interest in the field of American politics.","AY25","SP25","undergrad upper division"
52160,"POSC-479","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Political Thought","Choung, Jinhee, Lee","Intensive examination of critical issues of particular interest in the field of political thought.","","POSC",20251,0,1,"SP25","Critical Issues in Political Thought -  - Intensive examination of critical issues of particular interest in the field of political thought.","AY25","SP25","undergrad upper division"
52180,"POSC-499","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Special Topics","Argote Tironi, Pablo, Francisco","","Field and Survey Experiments","POSC",20251,0,1,"SP25","Special Topics - Field and Survey Experiments - ","AY25","SP25","undergrad upper division"
52300,"POIR-600","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Political Theory","","Survey of literature; examination of approaches, concepts, and issues in the field of political theory. Open only to doctoral students. Duplicates credit in former POSC-530.","","POIR",20251,0,1,"SP25","Political Theory -  - Survey of literature; examination of approaches, concepts, and issues in the field of political theory. Open only to doctoral students. Duplicates credit in former POSC-530.","AY25","SP25","graduate"
52302,"POIR-611","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Introduction to Regression Analysis","","The course will introduce students to regression analysis and its application to social science research. Open only to doctoral students.","","POIR",20251,0,1,"SP25","Introduction to Regression Analysis -  - The course will introduce students to regression analysis and its application to social science research. Open only to doctoral students.","AY25","SP25","graduate"
52304,"POIR-546","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Environmental Policy","Sellers, Jefferey, Moore","Issues and theories involved in the formulation, implementation, and effectiveness of different environmental policies. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Environmental Policy -  - Issues and theories involved in the formulation, implementation, and effectiveness of different environmental policies. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52305,"POIR-612","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Qualitative Research Design","Palmer-Rubin, Brian","Design multiple research approaches using qualitative evidence to evaluate the observable implications of theory. Learn deductive, construct, internal, external, and conclusion validity.","","POIR",20251,0,1,"SP25","Qualitative Research Design -  - Design multiple research approaches using qualitative evidence to evaluate the observable implications of theory. Learn deductive, construct, internal, external, and conclusion validity.","AY25","SP25","graduate"
52306,"POIR-644","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Political Economy of Development","","Development of global state of affairs including foundations of political order and economic growth, formation of states in global perspective, survival of non-democracies and adopting inclusive institutions.","","POIR",20251,0,1,"SP25","Political Economy of Development -  - Development of global state of affairs including foundations of political order and economic growth, formation of states in global perspective, survival of non-democracies and adopting inclusive institutions.","AY25","SP25","graduate"
52307,"POIR-614","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Experimental Political Science","","Introduction to experimental techniques and applications of experiments in political science. Addresses both the advantages and disadvantages of experiments in political science research. Open only to doctoral students.","","POIR",20251,0,1,"SP25","Experimental Political Science -  - Introduction to experimental techniques and applications of experiments in political science. Addresses both the advantages and disadvantages of experiments in political science research. Open only to doctoral students.","AY25","SP25","graduate"
52308,"POIR-561","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Japanese Foreign Policy and International Relations of East","Katada, Saori N.","Research problems in political, economic, and security issues in East and Southeast Asia, with special emphasis on the role of Japan. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Japanese Foreign Policy and International Relations of East -  - Research problems in political, economic, and security issues in East and Southeast Asia, with special emphasis on the role of Japan. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52309,"POIR-563","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Chinese Foreign Policy","Baggott, Erin, Ashley","Research problems in political, economic, military, and ideological issues. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Chinese Foreign Policy -  - Research problems in political, economic, military, and ideological issues. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52310,"POIR-660","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Introduction to International Relations Theory","","The primary objective of this course is to introduce Ph.D. students to theoretical and empirical issues related to the study of international relations. Open only to doctoral students.","","POIR",20251,0,1,"SP25","Introduction to International Relations Theory -  - The primary objective of this course is to introduce Ph.D. students to theoretical and empirical issues related to the study of international relations. Open only to doctoral students.","AY25","SP25","graduate"
52311,"POIR-621","Dana and David Dornsife College of Letters, Arts and Sciences",1,"American Politics Field Seminar Part II","","A theoretical and empirical overview of the American politics field. Theoretical topics include behavioralism, rational choice, political psychology; empirical topics include causality. Open only to doctoral students.","","POIR",20251,0,1,"SP25","American Politics Field Seminar Part II -  - A theoretical and empirical overview of the American politics field. Theoretical topics include behavioralism, rational choice, political psychology; empirical topics include causality. Open only to doctoral students.","AY25","SP25","graduate"
52312,"POIR-617","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Maximum Likelihood Estimation","Schrage, Dan","Maximum likelihood estimation of binary choice models, duration models, count models, and other models in political science, international relations, and social sciences. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Maximum Likelihood Estimation -  - Maximum likelihood estimation of binary choice models, duration models, count models, and other models in political science, international relations, and social sciences. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52313,"POIR-519","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Field Research Methods in Political Science and Internationa","","Methods of social science field research in political science and international relations. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Field Research Methods in Political Science and Internationa -  - Methods of social science field research in political science and international relations. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52314,"POIR-641","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Comparative Politics II","","Seminar covering literature and methods in the study of political economy, authoritarianism, redistribution, and political conflict.","","POIR",20251,0,1,"SP25","Comparative Politics II -  - Seminar covering literature and methods in the study of political economy, authoritarianism, redistribution, and political conflict.","AY25","SP25","graduate"
52315,"POIR-622","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Political Attitudes and Behavior","Chong, Dennis","Determinants, nature, and consequences of political attitudes and behavior exploring psychological-sociological models, political socialization and learning, and factors affecting trends in attitudes and behavior. MA and other students outside of POIR must obtain faculty permission to register for t he course.","","POIR",20251,0,1,"SP25","Political Attitudes and Behavior -  - Determinants, nature, and consequences of political attitudes and behavior exploring psychological-sociological models, political socialization and learning, and factors affecting trends in attitudes and behavior. MA and other students outside of POIR must obtain faculty permission to register for t he course.","AY25","SP25","graduate"
52316,"POIR-640","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Comparative Politics","","Survey of literature; examination of approaches, concepts, and issues in the field of comparative politics. Duplicates credit in former POSC 520. Open only to doctoral students.","","POIR",20251,0,1,"SP25","Comparative Politics -  - Survey of literature; examination of approaches, concepts, and issues in the field of comparative politics. Duplicates credit in former POSC 520. Open only to doctoral students.","AY25","SP25","graduate"
52317,"POIR-642","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Institutions in Comparative and International Politics","","Explores major strands of institutional theory and assesses scholars views on design of institutions, institutional change, and effects of institutions on behavior and outcomes. Open only to doctoral students in POIR.","","POIR",20251,0,1,"SP25","Institutions in Comparative and International Politics -  - Explores major strands of institutional theory and assesses scholars views on design of institutions, institutional change, and effects of institutions on behavior and outcomes. Open only to doctoral students in POIR.","AY25","SP25","graduate"
52318,"POIR-648","Dana and David Dornsife College of Letters, Arts and Sciences",1,"International Human Rights Law and Policy","","Historical and contemporary consideration of human rights issues in world politics. Examination of philosophical foundations of human rights and institutions that enforce international standards. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","International Human Rights Law and Policy -  - Historical and contemporary consideration of human rights issues in world politics. Examination of philosophical foundations of human rights and institutions that enforce international standards. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52319,"POIR-545","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Critical Issues in Politics and Policy","Sellers, Jefferey, Moore","Selected topics in political science and policy; focus on current issues shaping the U.S. and the world. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Critical Issues in Politics and Policy -  - Selected topics in political science and policy; focus on current issues shaping the U.S. and the world. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52320,"POIR-626","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Executive and Legislative Institutions","Grose, Christian, Robert","Theory and empirical analysis as it relates to the study of political institutions. Legislative politics, executive branch politics, and legislative-executive relations and bargaining. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Executive and Legislative Institutions -  - Theory and empirical analysis as it relates to the study of political institutions. Legislative politics, executive branch politics, and legislative-executive relations and bargaining. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52321,"POIR-637","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Chinese Politics","","Governmental process in the People's Republic of China including leadership, ideology, political institutions, behavior, and participation. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Chinese Politics -  - Governmental process in the People's Republic of China including leadership, ideology, political institutions, behavior, and participation. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52322,"POIR-650","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Comparative Politics of East and Southeast Asia","","Comparison of significant political phenomena between the countries in the East and Southeast Asia region and the long-term consequences of such comparisons. Open only to doctoral students.","","POIR",20251,0,1,"SP25","Comparative Politics of East and Southeast Asia -  - Comparison of significant political phenomena between the countries in the East and Southeast Asia region and the long-term consequences of such comparisons. Open only to doctoral students.","AY25","SP25","graduate"
52323,"POIR-541","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Politics of the World Economy","","Survey of approaches to international political economy. Intellectual roots; the management of collective goods; North-South relations are examined. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Politics of the World Economy -  - Survey of approaches to international political economy. Intellectual roots; the management of collective goods; North-South relations are examined. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52325,"POIR-555","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Democracy and Democratization in Comparative Perspective","","Seminar generates and tests theories of democratization. Readings will focus on Europe, Latin America, Soviet Eurasia emphasizing core theoretical and methodological aspects. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Democracy and Democratization in Comparative Perspective -  - Seminar generates and tests theories of democratization. Readings will focus on Europe, Latin America, Soviet Eurasia emphasizing core theoretical and methodological aspects. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52327,"POIR-662","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Governance in International Relations","","Rules and rule structures in international relations; major theoretical perspectives and empirical research. Open only to doctoral students.","","POIR",20251,0,1,"SP25","Governance in International Relations -  - Rules and rule structures in international relations; major theoretical perspectives and empirical research. Open only to doctoral students.","AY25","SP25","graduate"
52328,"POIR-551","Dana and David Dornsife College of Letters, Arts and Sciences",1,"International Political Economy of the Pacific Rim","","Political economy of the Pacific Rim; trade, investment and development strategies. The role of Japan's increasing economic power and that of the changing U.S.Japan relations and their implications to the rest of the Pacific Rim region. MA and other students outside of POIR must obtain faculty permi ssion to register for the course.","","POIR",20251,0,1,"SP25","International Political Economy of the Pacific Rim -  - Political economy of the Pacific Rim; trade, investment and development strategies. The role of Japan's increasing economic power and that of the changing U.S.Japan relations and their implications to the rest of the Pacific Rim region. MA and other students outside of POIR must obtain faculty permi ssion to register for the course.","AY25","SP25","graduate"
52330,"POIR-670","Dana and David Dornsife College of Letters, Arts and Sciences",1,"International Political Economy","","Survey of approaches to international political economy. Intellectual roots; the management of collective goods; North-South relations are examined. Open only to doctoral students.","","POIR",20251,0,1,"SP25","International Political Economy -  - Survey of approaches to international political economy. Intellectual roots; the management of collective goods; North-South relations are examined. Open only to doctoral students.","AY25","SP25","graduate"
52336,"POIR-680","Dana and David Dornsife College of Letters, Arts and Sciences",1,"International Security and Foreign Policy","Wong, Audrye","Examination of the interconnected fields of international security and foreign policy, including decision making and patterns of interaction regarding international conflict. Open only to doctoral students.","","POIR",20251,0,1,"SP25","International Security and Foreign Policy -  - Examination of the interconnected fields of international security and foreign policy, including decision making and patterns of interaction regarding international conflict. Open only to doctoral students.","AY25","SP25","graduate"
52337,"POIR-625","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Political Parties","","Parties and organizations in the political system; formal and informal organization and roles; party systems; partisanship; and electoral rules. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Political Parties -  - Parties and organizations in the political system; formal and informal organization and roles; party systems; partisanship; and electoral rules. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52340,"POIR-613","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Topics in Quantitative Analysis","","Introduces statistical models beyond the standard linear regression model. Topics include maximum likelihood estimation, generalized linear models and advanced methods.","","POIR",20251,0,1,"SP25","Topics in Quantitative Analysis -  - Introduces statistical models beyond the standard linear regression model. Topics include maximum likelihood estimation, generalized linear models and advanced methods.","AY25","SP25","graduate"
52341,"POIR-618","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Problems of American Politics","Phillips, Christian","Theoretical and methodological problems in American politics with emphasis on emerging research paradigms. MA and other students outside of POIR must obtain faculty permission to register for the course.","","POIR",20251,0,1,"SP25","Problems of American Politics -  - Theoretical and methodological problems in American politics with emphasis on emerging research paradigms. MA and other students outside of POIR must obtain faculty permission to register for the course.","AY25","SP25","graduate"
52400,"PSYC-100","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Introduction to Psychology","Olson-Ayala, Lacy","Introduction to psychological science, including historical and contemporary approaches. Behavior examined from biological, cognitive, social, developmental, and personality perspectives. Disorders and treatments.","","PSYC",20251,0,32,"SP25","Introduction to Psychology -  - Introduction to psychological science, including historical and contemporary approaches. Behavior examined from biological, cognitive, social, developmental, and personality perspectives. Disorders and treatments.","AY25","SP25","undergrad lower division"
52440,"PSYC-165","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Drugs, Behavior, and Society","Monterosso, John, Robert","An integrative systems perspective of drugs; including their historical, economic, and cultural importance, psychopharmacology, addiction, relationship to crime, and therapeutic use in treating psychological disorders.","","PSYC",20251,0,7,"SP25","Drugs, Behavior, and Society -  - An integrative systems perspective of drugs; including their historical, economic, and cultural importance, psychopharmacology, addiction, relationship to crime, and therapeutic use in treating psychological disorders.","AY25","SP25","undergrad lower division"
52455,"PSYC-274","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Statistics","Ipek, Canan","Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.","","PSYC",20251,0,21,"SP25","Statistics -  - Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.","AY25","SP25","undergrad lower division"
52480,"PSYC-215","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Music, Mind and the Brain","Habibi, Assal;Ilari, Beatriz","An interdisciplinary approach to music, mind and brain. Explores music as an object with its own properties and as a form of human behavior.","","PSYC",20251,0,5,"SP25","Music, Mind and the Brain -  - An interdisciplinary approach to music, mind and brain. Explores music as an object with its own properties and as a form of human behavior.","AY25","SP25","undergrad lower division"
52482,"PSYC-301","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Cognitive Processes","Droutman, Vitaliya, Kaplun","Experimental and theoretical aspects of human memory, perception, thinking, and language. Lectures, demonstrations, and individual experiments. Prerequisite: 100g or departmental approval.","","PSYC",20251,0,3,"SP25","Cognitive Processes -  - Experimental and theoretical aspects of human memory, perception, thinking, and language. Lectures, demonstrations, and individual experiments. Prerequisite: 100g or departmental approval.","AY25","SP25","undergrad upper division"
52483,"PSYC-290","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Supervised Research in Psychology","Bechara, Antoine","Supervised Research with department faculty.","","PSYC",20251,0,1,"SP25","Supervised Research in Psychology -  - Supervised Research with department faculty.","AY25","SP25","undergrad lower division"
52501,"PSYC-305","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Learning and Memory","Stephenson, Clayton","Principles involved in classical and operant conditioning. Concentration on basic causes of behavior; consideration of the relevance of simple behavioral laws to complicated human behavior.","","PSYC",20251,0,1,"SP25","Learning and Memory -  - Principles involved in classical and operant conditioning. Concentration on basic causes of behavior; consideration of the relevance of simple behavioral laws to complicated human behavior.","AY25","SP25","undergrad upper division"
52502,"PSYC-240","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Scientific Inquiry and Reasoning in Health Care","Schneider, Stefan","Critical analysis and reasoning skills required to solve scientific problems in human behavior, including presentation of data, logic of research design, statistics, and research ethics. Not for major credit for Psychology majors.","","PSYC",20251,0,1,"SP25","Scientific Inquiry and Reasoning in Health Care -  - Critical analysis and reasoning skills required to solve scientific problems in human behavior, including presentation of data, logic of research design, statistics, and research ethics. Not for major credit for Psychology majors.","AY25","SP25","undergrad lower division"
52503,"PSYC-304","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Sensation and Perception","Stephenson, Clayton","Receptor processes and stimulus organization; traditional topics in the perception of objects, space, time. Laboratory demonstrations and exercises.","","PSYC",20251,0,1,"SP25","Sensation and Perception -  - Receptor processes and stimulus organization; traditional topics in the perception of objects, space, time. Laboratory demonstrations and exercises.","AY25","SP25","undergrad upper division"
52512,"PSYC-314","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Experimental Research Methods","Kim, Kyoung sook","Experimental research methods in psychology; nature and concepts of scientific method.","","PSYC",20251,0,9,"SP25","Experimental Research Methods -  - Experimental research methods in psychology; nature and concepts of scientific method.","AY25","SP25","undergrad upper division"
52531,"PSYC-520","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Fundamentals of Psychological Measurement","Lai, Hok Chio (Mark)","Factor analysis; latent variable; scaling; test construction; classical true score reliability model; generalizability theory; validity; decision theoretic approaches to selection; item analysis; item response theory.","","PSYC",20251,0,1,"SP25","Fundamentals of Psychological Measurement -  - Factor analysis; latent variable; scaling; test construction; classical true score reliability model; generalizability theory; validity; decision theoretic approaches to selection; item analysis; item response theory.","AY25","SP25","graduate"
52535,"PSYC-326","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Behavioral Neuroscience","Birjandi, Shirin","Neural bases of behavior. Concentration on sensory and motor processes and the interaction of neural, chemical, and hormonal systems.","","PSYC",20251,0,1,"SP25","Behavioral Neuroscience -  - Neural bases of behavior. Concentration on sensory and motor processes and the interaction of neural, chemical, and hormonal systems.","AY25","SP25","undergrad upper division"
52540,"PSYC-336","Dana and David Dornsife College of Letters, Arts and Sciences",1,"Developmental Psychology","LaTourrette, Sandy","Child and adolescent behavior and associated theories; exploration of the continuity between child and adult behavior. Laboratory projects.","","PSYC",20251,0,2,"SP25","Developmental Psychology -  - Child and adolescent behavior and associated theories; exploration of the continuity between child and adult behavior. Laboratory projects.","AY25","SP25","undergrad upper division"
