"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"21618","JOUR-590","ANSC","226","1","12","Directed Research","C","","Y","","","","1","","Pecot-Hebert, Lisa","OFFICE","1","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21619","JOUR-590","ANSC","773","1","12","Directed Research","C","","Y","","","","0","","Cowan, Geoffrey","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21620","JOUR-590","ANSC","773","1","12","Directed Research","C","","Y","","","","7","","Cull, Nick","OFFICE","7","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21621","JOUR-598","ANSC","1","4","4","Journalism Capstone Project","C","","Y","10:00:00","13:20:00","F","8","","Gonzales, Vince;Catania, Sara, E.;Osmon, Erin","ANN309","8","Production of a journalism capstone project with multimedia elements for a masters degree. Projects can be single stand-alone pieces, or series of pieces.","JOUR","20201"
"21622","JOUR-598","ANSC","1","4","4","Journalism Capstone Project","C","","Y","12:00:00","15:20:00","W","12","","Pecot-Hebert, Lisa;Plocek, Keith;Amihere, Dana, Elizabeth","ANNL115","12","Production of a journalism capstone project with multimedia elements for a masters degree. Projects can be single stand-alone pieces, or series of pieces.","JOUR","20201"
"21623","JOUR-598","ANSC","1","4","4","Journalism Capstone Project","C","","Y","12:00:00","15:20:00","H","6","","Aguilar, Amara, Suzanne;Pape, Eric;Kazarian, Sandra, H.","ANN408","6","Production of a journalism capstone project with multimedia elements for a masters degree. Projects can be single stand-alone pieces, or series of pieces.","JOUR","20201"
"21624","JOUR-598","ANSC","1","4","4","Journalism Capstone Project","C","","Y","10:00:00","13:20:00","T","11","","Mittelstaedt, Alan, Michael;Anderson, Kasia;Matorin, David","ANNL116","11","Production of a journalism capstone project with multimedia elements for a masters degree. Projects can be single stand-alone pieces, or series of pieces.","JOUR","20201"
"21625","JOUR-590","ANSC","757","1","12","Directed Research","C","","Y","","","","3","","Aguilar, Amara, Suzanne;Castaneda, Laura","OFFICE","3","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21626","JOUR-590","ANSC","757","1","12","Directed Research","C","","Y","","","","0","","Castaneda, Laura","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21630","JOUR-575","ANSC","714","2","4","Converged Media Center","C","","Y","","","","1","","Mittelstaedt, Alan, Michael","OFFICE","1","Advanced multimedia news production; preparation and treatment of form and content; procedures, problems, ethics, and practice in operating a daily, 24-7 news outlet.","JOUR","20201"
"21631","JOUR-579","ANSC","770","2","2","Journalism Internship","C","","Y","","","","1","","Girardot, Sarah","OFFICE","1","Field experience in journalism, public relations, or related field.","JOUR","20201"
"21632","JOUR-575","ANSC","1","2","4","Converged Media Center","C","","Y","11:00:00","14:50:00","F","14","","Mittelstaedt, Alan, Michael;Lee, May, H.","ASC240","14","Advanced multimedia news production; preparation and treatment of form and content; procedures, problems, ethics, and practice in operating a daily, 24-7 news outlet.","JOUR","20201"
"21633","JOUR-575","ANSC","1","2","4","Converged Media Center","C","","Y","11:00:00","14:50:00","F","3","","Mittelstaedt, Alan, Michael;Lee, May, H.","ASC240","3","Advanced multimedia news production; preparation and treatment of form and content; procedures, problems, ethics, and practice in operating a daily, 24-7 news outlet.","JOUR","20201"
"21634","JOUR-579","ANSC","770","1","1","Journalism Internship","C","","Y","","","","8","","Girardot, Sarah","OFFICE","8","Field experience in journalism, public relations, or related field.","JOUR","20201"
"21635","JOUR-599","ANSC","1","2","2","Special Topics","C","","Y","18:00:00","20:40:00","T","9","","Hernandez, Robert","ANN305","9","Seminar in selected topics in journalism.","JOUR","20201"
"21636","JOUR-572","ANSC","1","3","3","Reporting on Entertainment and Popular Culture","C","","Y","14:00:00","16:30:00","H","13","","Murphy, Mary, Murphy","ANN210","13","Reporting about entertainment, popular culture and their impact on American society; survey of past media coverage and current practices.","JOUR","20201"
"21637","JOUR-582","ANSC","1","2","2","Specialized Journalism: Reporting Decisions","C","","Y","10:00:00","11:50:00","F","18","","Parks, Michael","ANN209","18","Reporting and analysis of decision making; case studies and analytical tools in dissecting decisions for readers, listeners and viewers.","JOUR","20201"
"21638","JOUR-574","ANSC","1","3","3","Sports and Society","C","","Y","14:00:00","16:30:00","T","9","","Abrahamson, Alan, Yale","OFFICE","9","Develop and refine print and multimedia skills to work as a sports journalist. Gain perspective, context and background in how sports intersect with society.","JOUR","20201"
"21639","JOUR-561","ANSC","1","2","2","Fundamentals of Data Journalism Reporting","C","","Y","18:30:00","20:30:00","H","10","","Mendelson, Aaron","ANN408","10","Execute data-driven projects and add context to news stories with advanced quantitative analysis tools and techniques.","JOUR","20201"
"21640","JOUR-579","ANSC","1","1","1","Journalism Internship","C","","Y","","","","14","","Girardot, Sarah","OFFICE","14","Field experience in journalism, public relations, or related field.","JOUR","20201"
"21641","JOUR-585","ANSC","1","4","4","Specialized Reporting: Religion","C","","Y","10:00:00","13:20:00","W","12","","Winston, Diane, H;Mittelstaedt, Alan, Michael","ASC240","12","Reporting and writing on religion; survey of world religion, religion and public life-including politics, gender and science.","JOUR","20201"
"21642","PR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Kim, Eunjin (anna)","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","PR","20201"
"21644","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Abrahamson, Alan, Yale","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21645","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Aguilar, Amara, Suzanne","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21646","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Anawalt, Sasha, C","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21647","PR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Kim, Su Jung","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","PR","20201"
"21648","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","1","","Bellantoni, Christina, Marie","OFFICE","1","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21649","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","1","","Birman, Daniel, H","OFFICE","1","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21650","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Bustamante, Peggy, Lynn","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21652","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Castaneda, Laura, Padilla","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21654","PR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","1","","Cook, Fred, Henry","OFFICE","1","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","PR","20201"
"21655","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Celis, William","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21656","PR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","1","","Floto, Jennifer, Dayle","OFFICE","1","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","PR","20201"
"21657","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Chinn, Dana, L","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21658","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","2","","Plocek, Keith","OFFICE","2","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21659","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Cowan, Geoffrey, Geoffrey","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21660","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Davis, Laura","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21661","JOUR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Gonzales, Vince, Vincent","OFFICE","0","Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","JOUR","20201"
"21662","PR-590","ANSC","1","1","12","Directed Research","C","","Y","","","","0","","Kozinets, Robert","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","PR","20201"
